,text,star,app_id,reviewDate,corrected_text,accuracy %
9004,Good,5,com.picsart.studio,19/03/21,Good bye.,0.0
9005,Love this app,5,com.picsart.studio,19/03/21,Love this app.,66.7
9006,Wonderful,5,com.picsart.studio,19/03/21,Wonderful!,0.0
9007,I love this app,5,com.picsart.studio,19/03/21,I love this app!,75.0
9008,nice,1,com.picsart.studio,19/03/21,nice.,0.0
9009,This Apps is so good.. Any Photos cut so Easily in this Apps..i love this apps.. And I will give you 5 STAR,5,com.picsart.studio,19/03/21,This Apps is so good.. Any Photos cut so easily in this Apps..I love these apps.. And I will give you 5 STARS..,82.6
9010,Nice one app,5,com.picsart.studio,19/03/21,Nice app.,33.3
9011,Nice rating for this app were useful and edit a photos mostly,5,com.picsart.studio,19/03/21,"Nice rating for this app, was useful, edit a photos mostly.",58.3
9012,He was a very fantastics app and doing a very hot photos edit and sexy,5,com.picsart.studio,19/03/21,He was a very fantastic app and did a very hot photos editing and sexy.,73.3
9013,Super,5,com.picsart.studio,19/03/21,Super-cool.,0.0
9014,Ddh,4,com.picsart.studio,19/03/21,Ddhi:   ''      '     's first  '',0.0
9015,Very nice aap. The best editing aap.,5,com.picsart.studio,19/03/21,Very nice aap. The best editing aap.,100.0
9016,Ganaru,5,com.picsart.studio,19/03/21,Ganaru.,0.0
9017,WLA LANG AHHAHA,5,com.picsart.studio,19/03/21,WLA LANG AHHAHA,100.0
9018,Good app! But... Unfortunately I don't have gold,3,com.picsart.studio,19/03/21,Good app! But... unfortunately I don't have gold.,75.0
9019,Awesome application for pic editing and apply pic on any video for make whatsapp status .. love it,5,com.picsart.studio,19/03/21,Awesome application for pic editing and apply pic on any video to make whatsapp status.. love it.,83.3
9020,Super in PicsArt,5,com.picsart.studio,19/03/21,Super in PicsArt.,66.7
9021,Nice app,5,com.picsart.studio,19/03/21,Nice app!,50.0
9022,"im just downloading it now,and I see other comments that it is beautiful to use,and I think it it is reaal good",5,com.picsart.studio,19/03/21,"im just downloading it now,and I see other comments that it is beautiful to use,and I think it is reaal good.",90.9
9023,Keep asking to buy before i even have chance to explore the app.,3,com.picsart.studio,19/03/21,Keep asking to buy before i even have chance to explore the app.,100.0
9024,Super,5,com.picsart.studio,19/03/21,Super Bowl XXII.,0.0
9025,AHAD,5,com.picsart.studio,19/03/21,HAAD.,0.0
9026,ABAMLALAPKALAM,5,com.picsart.studio,19/03/21,ABAMLALAPKALAM,100.0
9027,This app is very useful 💙,5,com.picsart.studio,19/03/21,This app is very useful.,66.7
9028,Keeps restarting and making me loose the progress 🙄,1,com.picsart.studio,19/03/21,Keeps restarting and making me lose the progress.,77.8
9029,It is very beautiful,5,com.picsart.studio,19/03/21,It is very beautiful.,75.0
9030,this is nice app,1,com.picsart.studio,19/03/21,this is a nice app.,50.0
9031,I love this!,5,com.picsart.studio,19/03/21,I love this!,100.0
9032,0,0,0,0,0,0.0
9033,"The app crashes a lot ,please take care of that",2,com.picsart.studio,19/03/21,"The app crashes a lot,please take care of that.",80.0
9034,🤫🤫🤫🤫🤫🤫🤫,5,com.picsart.studio,19/03/21,,0.0
9035,Because It waa,1,com.picsart.studio,19/03/21,Because It Was.,66.7
9036,This images is realy,5,com.picsart.studio,19/03/21,The images is really lovely!,50.0
9037,Super awesome app,1,com.picsart.studio,19/03/21,Super awesome app!,66.7
9038,Hg,5,com.picsart.studio,19/03/21,gjdjjd,0.0
9039,poor,1,com.picsart.studio,19/03/21,poor.,0.0
9040,Op app,5,com.picsart.studio,19/03/21,Opapp app,50.0
9041,Nice,5,com.picsart.studio,19/03/21,Nice!,0.0
9042,This app took Money from me without even puting password or pressing to buy-😐💔,1,com.picsart.studio,19/03/21,This app took Money from me without even giving password or pressing buy.,78.6
9043,Good,5,com.picsart.studio,19/03/21,Good.,0.0
9044,رائع,5,com.picsart.studio,19/03/21,,0.0
9045,Amazing app. But the only major problem is that u have to take premium to have a good experience. And some other minor problem like ads every time u open the app and every time you finish editing a pic,4,com.picsart.studio,19/03/21,Amazing app. But the only major problem is that u have to pay premium to have a good experience.And some other minor problem like ads every time u open the app and every time you finish editing a pic.,92.5
9046,Ummm I just love it💜💜💜💜🥰🥺,5,com.picsart.studio,19/03/21,"Ummm, I just love it",60.0
9047,Very good,5,com.picsart.studio,19/03/21,Very good.,50.0
9048,Nice,5,com.picsart.studio,19/03/21,Nice!,0.0
9049,Good,5,com.picsart.studio,19/03/21,Good.,0.0
9050,Mujhe editing nhe ate he kuch asan editing btao,5,com.picsart.studio,19/03/21,Mujhe editing nhe ate he kuch asan editing btao.,88.9
9051,Awesome app for photo editing. I really love Picsart.,5,com.picsart.studio,19/03/21,Awesome app for photo editing. I really love Picsart.,100.0
9052,New updates have no canva option,1,com.picsart.studio,19/03/21,New updates have no canva option.,83.3
9053,Woq,5,com.picsart.studio,19/03/21,Woq.,0.0
9054,Good,4,com.picsart.studio,19/03/21,Good luck!,0.0
9055,"This app used to be the best but it isn't anymore. I really used to enjoy the app but now the app glitches A LOT. I don't really understand what i'm editing. There are also lots of ads that i can't handle. Every time i want to open a tool or something, boom ad comes. UNINSTALLED!!! Edit: This app is much better now! But it still has some ads and it still glitches.",4,com.picsart.studio,19/03/21,This app used to be the best but it isn't anymore. I really used to enjoy the app but now the app glitches A LOT. I don't really understand what i'm editing. There are also lots of ads that I can't handle. Every time I want to,95.9
9056,Be a fashionista to rule the Hollywood industry with your charming moves and stunts in movies.,5,com.picsart.studio,19/03/21,Be a fashionista to rule the Hollywood industry with your charming moves and stunts in movies.,100.0
9057,चुतिया ऐप डोवनलोड करना मना हैं!!!! याज़िदKhan,5,com.picsart.studio,19/03/21,"Khamis, Pakistan's only representative, was appointed to serve as a senior minister in Afghanistan.",28.6
9058,Good app i love it took a star off because it sigbed me up for gold without me saying unless i accidentally hit sign up but its there fault for putting up 20 notifications to sign up for it every minutes calm down,4,com.picsart.studio,19/03/21,Good app. i love it took a star off because it signed me up for gold without me saying unless i accidentally hit sign up but its there fault for putting up 20 notifications to sign up for it every minute calm down.,90.7
9059,Nice,5,com.picsart.studio,19/03/21,Nice.,0.0
9060,Best App,5,com.picsart.studio,19/03/21,Best Apps?,50.0
9061,I love it and it is the best thing to do edit to the editor I,5,com.picsart.studio,19/03/21,I love it and it is the best thing to do an edit in the editor I have.,81.2
9062,Very exciting game.,5,com.playrix.gardenscapes,19/03/21,Very exciting game.,100.0
9063,Worst ever 🤬,1,com.picsart.studio,19/03/21,Worst ever.,33.3
9064,Op,5,com.picsart.studio,19/03/21,Op.,0.0
9065,Nice app,5,com.picsart.studio,19/03/21,Nice app.,50.0
9066,WALANG KWENTA APP NATO PROMISE BABALIK AT BABALIK LANG KAYO MAARTE APP NATO GUSTO SA MGA HIGH QUALITY BRAD NG PHONE...SARAP IBALIGLBAG GUMAWA NG APP NATO...PAKITA LANG SAKIN YUN ITATAOB KO BUYSET WALANG DULOT APP MO WALA KANG KWENTA...SA TOTOO..LANG NEGATIVE DALA NETO KUNG HIND MO BABABAAN DATA.. NERONG APP NATO BOBO...USELESS APP...LETS GIVE THIS APP A ONE STAR...,1,com.picsart.studio,19/03/21,WALANG KWENTA APP NATO PROMISE BABALIK AT BABALIK LANG KAYO MAARTE APP NATO GUSTO SA MGA HIGH QUALITY BRAD NG PHONE...SARAP IBALIGLBAG GUMAWA,98.3
9067,Why a can't open the app😥😥,1,com.picsart.studio,19/03/21,Why I Can't Open the app?,50.0
9068,great love it,5,com.playrix.gardenscapes,19/03/21,great love it!,66.7
9069,Addictive,4,com.playrix.gardenscapes,19/03/21,Addictive;,0.0
9070,Very good,5,com.playrix.gardenscapes,19/03/21,Very good,100.0
9071,This game is an absolute lie! The ads are fraudulent and should be illegal. Shut this company down for its misrepresentation and ad spamming techniques.,1,com.playrix.gardenscapes,19/03/21,This game is an absolute lie! The ads are fraudulent and should be illegal. Shut this company down for its misrepresentation and ad spamming techniques.,100.0
9072,Good luck,5,com.playrix.gardenscapes,19/03/21,Good luck.,50.0
9073,Debiting the amount but not got the purchased which I wanted. Seriously this is looting and making cheating,1,com.playrix.gardenscapes,19/03/21,Debiting the amount but not getting the item that I wanted. Seriously this is cheating and cheating.,66.7
9074,Cheap Deceptive app. Shows different type of game in the description picture but the real game is different. So cheap,1,com.playrix.gardenscapes,19/03/21,Cheap Deceptive App. Shows different type of game in the description picture but the real game is different. so cheap.,85.0
9075,I love how many levels there are and how you can share lives 5 out of 5 from me,5,com.playrix.gardenscapes,19/03/21,I love how many levels there are and how you can share lives 5 out of 5 from me.,94.7
9076,Bed and boring,1,com.playrix.gardenscapes,19/03/21,Bed and Breaking.,66.7
9077,FUN,5,com.playrix.gardenscapes,19/03/21,Fun Fact.,0.0
9078,Fun and has cool animated features.,4,com.playrix.gardenscapes,19/03/21,Fun and has cool animated features.,100.0
9079,Ok,5,com.playrix.gardenscapes,19/03/21,Ok.,0.0
9080,Fun game and addictive,5,com.playrix.gardenscapes,19/03/21,Fun game and addictive.,75.0
9081,I have updated this app on 2 march and every time I try to play the game it keeps sending me to the update page. Please fix this problem or I will have to delete the game,1,com.playrix.gardenscapes,19/03/21,I have updated this app on 2 March and every time I try to play the game it keeps sending me to the update page. Please fix this problem or I will have to delete the game.,94.6
9082,The levels are too hard to finish making new rooms or special things you have to do. There is never enough coins you get because that's when you throw the super hard puzzles.I had quit playing because the game was boring and the levels were to hard. Downloaded it again and I'm enjoying it immensely.,4,com.playrix.gardenscapes,19/03/21,"The levels are too hard to finish, making new rooms or special things you have to do. There is never enough coins you get because that's when you throw the super hard puzzles.I quit playing because the game was boring and the levels were too hard.Downloaded it again and I'm",90.9
9083,Its nice,5,com.playrix.gardenscapes,19/03/21,Its nice!,50.0
9084,"Good fun. I dont buy anything, just use up my lives and go. I enjoy the games and the mini games are a treat",4,com.playrix.gardenscapes,19/03/21,"Good fun. I dont buy anything, just take up my lives and go. I enjoy the games and the mini games are a treat.",91.7
9085,I love it but it's often too hard with too few moves. I've been on the same level for days,4,com.playrix.gardenscapes,19/03/21,I love it but it's often too hard with too few moves and I've been on the same level for days.,85.0
9086,Awesome,5,com.playrix.gardenscapes,19/03/21,Awesome.,0.0
9087,"I liked the game a lot but i actually want more frequent minigames and the game is almost like a rip-off from candy crush saga. Please fix that, i would love it a lot❤️... By the way the the game runs so smoothly.👍",4,com.playrix.gardenscapes,19/03/21,"I liked the game a lot but i actually want more frequent minigames and the game is almost like a rip-off from candy crush saga.Please fix that, i would love it a lot... By the way the the game runs so smoothly. I was",90.7
9088,Sorry to say but this game is so boring and I hate this game a lotthis game will make you feel bore alot so it's my humble request don't install this ok please bring back my old level,5,com.playrix.gardenscapes,19/03/21,Sorry to say but this game is so boring and I hate this game a lotthis game will make you feel bored alot so it's my humble request don't install this ok please bring back my old level.,94.7
9089,Superb game,5,com.playrix.gardenscapes,19/03/21,Superb game.,50.0
9090,Good 👍,5,com.playrix.gardenscapes,19/03/21,Good!,0.0
9091,I happy to delete this game,1,com.playrix.gardenscapes,19/03/21,I am happy to remove this game.,50.0
9092,Nice,5,com.playrix.gardenscapes,19/03/21,Nice!,0.0
9093,This game is amazing,5,com.playrix.gardenscapes,19/03/21,This game is amazing.,75.0
9094,this game is very fantastic but this game of man is very dangerous in name of the game dangerous game of man not it is gardenscapes,5,com.playrix.gardenscapes,19/03/21,"this game is very fantastic but this game of man is very dangerous in name of the game dangerous game of man, not it is gardenscapes.",92.3
9095,👍 Cool,5,com.playrix.gardenscapes,19/03/21,Cool!,50.0
9096,"The Minigame, which i believe is the Most interesting and Fun part keep crashing. And i personally hate the Irritating Butler, honestly he is too extravagant.",1,com.playrix.gardenscapes,19/03/21,"The Minigame, which I believe is the Most interesting and Fun part, keeps crashing.And I personally hate the Irritating Butler, honestly he is too extravagant.",80.8
9097,0,0,0,0,0,0.0
9098,"टट्टी गेम, कोई डाउनलोड मत करना",1,com.playrix.gardenscapes,19/03/21,",",83.3
9099,The updating every few days is annoying. Otherwise love the game.,5,com.playrix.gardenscapes,19/03/21,The updating every few days is annoying otherwise love the game.,81.8
9100,Good,5,com.playrix.gardenscapes,19/03/21,Goodreads: Good,0.0
9101,I m not getting reward after inviting my friend who also cross level 10,3,com.playrix.gardenscapes,19/03/21,I am not getting a reward after inviting my friend who crossed level 10?,64.3
9102,I like Gardenscapes but when I win it turn s off,2,com.playrix.gardenscapes,19/03/21,I like Gardenscapes but when I win it turns off.,81.8
9103,This is very nice game.,4,com.playrix.gardenscapes,19/03/21,It is a very nice game.,60.0
9104,It is a very wonderful game in my point of view It is vary hard to complete the level Edit is very nice,5,com.playrix.gardenscapes,19/03/21,It is a very wonderful game in my point of view It is extremely hard to complete the level Edit is very nice,95.7
9105,This game is the best this is a stress reliever i enjoy it so much im on stage 1456 now and i still love it,5,com.playrix.gardenscapes,19/03/21,This game is the best; this is a stress reliever; i enjoy it so much im on stage 1456 now and i still love it.,88.0
9106,Wow game,5,com.playrix.gardenscapes,19/03/21,Wow game.,50.0
9107,This game is nice but there are technical problems when we have to design the rooms. I wanted to spend money on designing my rooms ads came. At least it shows in mine. KINDLY CHECK IT OTHERWISE I WILL UNINSTALL IT.,1,com.playrix.gardenscapes,19/03/21,This game is nice but there are technical problems when we have to design the rooms. I wanted to spend money on designing my rooms ads. At least it shows in mine. KINDLY CHECK IT OTHERWISE I WILL UNINSTALL IT.,95.1
9108,Why can't I update this app,5,com.playrix.gardenscapes,19/03/21,Why can't I update this app?,83.3
9109,Hero,5,com.playrix.gardenscapes,19/03/21,Hero.,0.0
9110,Nuggets,5,com.playrix.gardenscapes,19/03/21,Nuggets.,0.0
9111,Awesome,5,com.playrix.gardenscapes,19/03/21,Awesome.,0.0
9112,The game is good. But hate how it asks for updates regularly! Also the updates take very long to load! Uninstalling it. Frustrated.,3,com.playrix.gardenscapes,19/03/21,The game is good but hate how it asks for updates regularly! Also the updates take very long to load! Uninstall it. Frustrated.,87.0
9113,Nice game,4,com.playrix.gardenscapes,19/03/21,Nice game.,50.0
9114,"Great graphics, a really nice, relaxing game, fun to play!",4,com.playrix.gardenscapes,19/03/21,"Great graphics, a really nice, relaxing game, fun to play!",100.0
9115,Bad game I think,1,com.playrix.gardenscapes,19/03/21,Bad game I think.,75.0
9116,"I enjoy gardening, so this game is perfect for me!🌼🌿🌷💐💟❣️🎋🌴🌱💮🌳🌻🐞",5,com.playrix.gardenscapes,19/03/21,"I enjoy gardening, so this game is perfect for me!",90.0
9117,Different game,5,com.playrix.gardenscapes,19/03/21,Different game.,50.0
9118,vip,5,com.playrix.gardenscapes,19/03/21,vip:,0.0
9119,I'm new used this Game nice,5,com.playrix.gardenscapes,19/03/21,"I'm new, used this Game pct. nice.",50.0
9120,some time lag but game is best grafic,1,com.playrix.gardenscapes,19/03/21,some time lag but game is good graphics.,75.0
9121,Good game,5,com.playrix.gardenscapes,19/03/21,Good game.,50.0
9122,I like this game but super hard level take me some days to pass it !!,1,com.playrix.gardenscapes,19/03/21,"I like this game but super hard level, will take me some days to pass.",75.0
9123,Nice game i like this game very enjoing,5,com.playrix.gardenscapes,19/03/21,Nice game i like this game u very enjoy it.,75.0
9124,Shity app🖕🖕🖕,1,com.playrix.gardenscapes,19/03/21,Sity App.,0.0
9125,Having fun,5,com.playrix.gardenscapes,19/03/21,Have fun!,0.0
9126,"very addictive, minor problems at times but it has all worked out, i actually deleted this game like, a lot, but no matter what other games i've tried i justvkeep coming back to this one, no other game has held my attention and curiosity like this one and believe mevi have played a lot of mobile games, so, whatever u guy's are doing keep it up i'm enjoying it so far.",5,com.playrix.gardenscapes,19/03/21,"very addictive, minor problems at times but it has all worked out, i actually deleted this game like, a lot, but no matter what other games i've tried i just keep coming back to this one, no other game has held my attention and curiosity like this one and believe mevi have",97.2
9127,Mast hai,5,com.playrix.gardenscapes,19/03/21,"Mash-hai, the chief defender, is the leader of the political party.",50.0
9128,Super ❤️,5,com.playrix.gardenscapes,19/03/21,Super,50.0
9129,I love 💕 it,4,com.playrix.gardenscapes,19/03/21,I love it!,50.0
9130,Fun until they will not allow you to win.,2,com.playrix.gardenscapes,19/03/21,Fun until they will not allow you to win.,100.0
9131,Happierst........,5,com.playrix.gardenscapes,19/03/21,Happier..............,0.0
9132,I loved it when I started playing it for few days..Its been almost 4 to5 days not able to clear the stage .I am not interested in buying things..So uninstalling it,3,com.playrix.gardenscapes,19/03/21,I love it when I started playing it for few days..Its been almost 4 to 5 days but not able to clear the stage..I am not interested in buying things..So uninstalling it..I think..I will be happy if it gets blocked by some,77.4
9133,"addicting,,, i install it yesterDay nD sincE yesterday i am playinG this game nonstop, i can't stop myseLf tO play it,,, awesOme ❤️",5,com.playrix.gardenscapes,19/03/21,"addicting,,, i installed it yesterday D sincE yesterday i am playing this game nonstop, i can't stop myseLf tO play it awsOme.",69.6
9134,"It's a nice game you can build, design your new garden, i love everything about this game but each level of the games gets harder please update the games don't make it harder level so that anyone can enjoy playing and building things I you do it I would glady recommend to others",3,com.playrix.gardenscapes,19/03/21,"It's a nice game, you can build, design, your new garden, i love everything about this game but each level of the games gets harder please update the games don't make it harder level so that anyone can enjoy playing and building things I do. I would glady recommend it to",86.8
9135,I love this game so much making a garden I imagine it for real the only sad things are when you can't win the game you'll need to buy coins to win the game.,5,com.playrix.gardenscapes,19/03/21,I love this game so much making a garden I imagine it for real the only sad thing is when you can't win the game you'll need to buy coins to win the game.,94.1
9136,Nice,5,com.playrix.gardenscapes,19/03/21,Nice.,0.0
9137,Fun and existing game,5,com.playrix.gardenscapes,19/03/21,Fun and existing games.,75.0
9138,The best,5,com.playrix.gardenscapes,19/03/21,The best:,50.0
9139,"Unique and special, love ♥️ the game with passion...",5,com.playrix.gardenscapes,19/03/21,"Unique and special, love the game with passion.",77.8
9140,Very poor 🙂😌,1,com.playrix.gardenscapes,19/03/21,"Very poor, indeed.",33.3
9141,Very bad,1,com.playrix.gardenscapes,19/03/21,Very bad.,50.0
9142,Very nice app,5,com.playrix.gardenscapes,19/03/21,Very nice app.,66.7
9143,"Sutumari iruku intha game yan ,pool pota badu kudi",5,com.playrix.gardenscapes,19/03/21,"sutumari iruku intha game yan,pool pota badu kudi.",66.7
9144,Bakwaz,1,com.playrix.gardenscapes,19/03/21,Bakwaz,100.0
9145,Good,4,com.playrix.gardenscapes,19/03/21,Good job!,0.0
9146,Boring game 😡😡😡,1,com.playrix.gardenscapes,19/03/21,Boring games.,33.3
9147,That is nice game but their are hard levels we don't fear if we buy golden ticket we complete the level,5,com.playrix.gardenscapes,19/03/21,That is nice game but there are tough levels we don't care if we buy gold ticket we complete the level.,76.2
9148,"Game ini licik sekali. Nyesal install. Akan ada level² yang mustahil diselesaikan, akhirnya mau ga mau kita harus beli koin atau alat, bukannya menghilangkan stres malah tambah stres. Dan sangat tidak sesuai antara nama game, iklan dan yg dimainkan. Review jujur. Terlalu jelas mau duitnya.",1,com.playrix.gardenscapes,19/03/21,"Game ini licik sekali. Nyesal install. Akan ada level 2 yang mustahil diselesaikan, akhirnya mau ga mau kita harus beli koin atau",93.3
9149,👍,3,com.playrix.gardenscapes,19/03/21,= =,0.0
9150,None of those puzzles are in the game. I remember doing 1. Just another match 3 game.,1,com.playrix.gardenscapes,19/03/21,None of those puzzles are in the game. I remember doing 1 just another match 3 game.,88.2
9151,"The game could be a 5* match three if they just let you play. For example: if you take a break and come back, they have a welcoming incentive with few power ups for a while. But they give you this at the start, then make you sit through all the news, updates, event story stuff, and whatever else. Keep in mind, this happens AFTER your boost timers start. So ""30 minutes"" of boost quickly becomes 15-20 at best if you actually read the story things.",4,com.playrix.gardenscapes,19/03/21,"The game could be a 5* match three if they just let you play. For example: if you take a break and come back, they have a welcoming incentive with few power ups for a while, but they give you this at the start, then make you sit through all",96.5
9152,"Fun, addicting and good graphics",5,com.playrix.gardenscapes,19/03/21,"Fun, addictive and good graphics!",60.0
9153,Is good,4,com.playrix.gardenscapes,19/03/21,Is good?,50.0
9154,subhanbutt 56o,4,com.playrix.gardenscapes,19/03/21,subhanbutt 56o,100.0
9155,Nice,5,com.playrix.gardenscapes,19/03/21,Nice!,0.0
9156,Very very very very very nice,5,com.playrix.gardenscapes,19/03/21,Very very very very very nice.,83.3
9157,This is best game for funn🤣🤣🤣,3,com.playrix.gardenscapes,19/03/21,This is the best game for fun!,66.7
9158,"Great game, lots of fun things to do.",5,com.playrix.gardenscapes,19/03/21,"Great games, lots of fun things to do.",87.5
9159,You have to buy rewards. I like the game. The story line is ok. If you play this game you will spend ALOT of money to advance in the game. Like other games where you watch ads to be able to earn rewards and advance without spending money. This game does not. BEWARE.,3,com.playrix.gardenscapes,19/03/21,You have to buy rewards. I like the game. The story line is ok. If you play this game you will spend ALOT of money to advance in the game. Like other games where you watch ads to be able to earn rewards and advance without spending money. This game does NOT. BEW,96.2
9160,Jajajajajjajajajaj,1,com.playrix.gardenscapes,19/03/21,Jajajajjajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajjajajajajajajajajajajajajajajajajaja,0.0
9161,Super,5,com.playrix.gardenscapes,19/03/21,Super,100.0
9162,Good,2,com.playrix.gardenscapes,19/03/21,Good.,0.0
9163,Good,5,com.playrix.gardenscapes,19/03/21,Good.,0.0
9164,Gutdghjgýdff4id story issue gadi wala game Tom Hardy gadi wala game Aur Ka,5,com.playrix.gardenscapes,19/03/21,Gutdghjgdff4id story issue gadi wala game Tom Hardy gadi wala game Aur Kaur.,84.6
9165,Ok,5,com.playrix.gardenscapes,19/03/21,OK.,0.0
9166,Beautiful app ever.,5,live.ablo,19/03/21,Beautiful app ever.,100.0
9167,"I rated four because you can not chat with people under 18 year's old,please people want to chat with people under 18 year's old please fix this",4,live.ablo,19/03/21,"I rated four because you can not chat with people under 18 years old,please people want to chat with people under 18 years old please fix this.",88.9
9168,This app is good,4,live.ablo,19/03/21,This app is good.,75.0
9169,Great aap,5,live.ablo,19/03/21,Great Apologies!,50.0
9170,"It's cool, and i like ablo",4,live.ablo,19/03/21,"It's cool, and I like it a lot.",66.7
9171,Nice,3,live.ablo,19/03/21,Nice.,0.0
9172,very nice app. I Love this,5,live.ablo,19/03/21,very nice app. I Love this.,83.3
9173,It a nice and amazing site to be,5,live.ablo,19/03/21,It a nice and amazing site to be on.,87.5
9174,Amaizing,4,live.ablo,19/03/21,Amaizing!,0.0
9175,I really love this app it's makes to meet lovely people,5,live.ablo,19/03/21,"I really love this app, it's a great way to meet lovely people.",72.7
9176,"I bought Europe and don't take me there. Says that I'm out of coins, but I had coins when I bought it. What I can do? I'm so sad.",1,live.ablo,19/03/21,"I bought Europe and they take me there. Says that I'm out of coins, but I had coins when I bought it. What can I do? I'm so sad.",93.1
9177,I don't know what to tell you about this app.soo fantastic,5,live.ablo,19/03/21,I don't know what to tell you about this app.Soo fantastic..,81.8
9178,"Please do include the feature of sending a reply to a particular message. It becomes difficult to communicate while sending multiple messages at once. You should improve that just like Instagram improved that feature, recently. It would be really helpful. Thanks.",4,live.ablo,19/03/21,"Please do include the feature of sending a reply to a particular message. It becomes difficult to communicate while sending multiple messages at once. You should improve that just like Instagram improved that feature, recently. It would be really helpful. Thanks.",100.0
9179,good app,5,live.ablo,19/03/21,a good app!,0.0
9180,Perfect app it makes you meet different people around the world,5,live.ablo,19/03/21,Perfect app that makes you meet different people around the world.,81.8
9181,This is so awesome,5,live.ablo,19/03/21,This is so awesome!,75.0
9182,"It was a nice app, you can have a friends from any other country",5,live.ablo,19/03/21,"It was a nice app, you can have friends from any other country.",85.7
9183,I wish Ablo will have verification. A lot of people fake and use another country. But so far Ablo is one of my favorite app.,4,live.ablo,19/03/21,I wish Ablo would have verification. A lot of people fake and use another country. But so far Ablo is one of my favorite apps.,92.0
9184,good,4,live.ablo,19/03/21,good.,0.0
9185,This app is very fantastic,5,live.ablo,19/03/21,This app is very fantastic!,80.0
9186,I love this app Its the best,1,live.ablo,19/03/21,I love this app it is the best.,71.4
9187,You guys deserve 5 star great app it make interact with people in the world,5,live.ablo,19/03/21,You guys deserve 5 stars great app lets interact with people all over the world.,73.3
9188,Add some more features like voicemail,5,live.ablo,19/03/21,Add some more features like voicemail.,83.3
9189,The app is cool,4,live.ablo,19/03/21,The app is cool.,75.0
9190,Good apps for make new friends,3,live.ablo,19/03/21,Good apps for making new friends.,66.7
9191,🙌,4,live.ablo,19/03/21,,0.0
9192,This is awesome app to meet people.,5,live.ablo,19/03/21,This is an awesome app to meet people.,85.7
9193,Good,3,live.ablo,19/03/21,Good.,0.0
9194,My video call is not working i dont know why please kindly help me .... Thank you,5,live.ablo,19/03/21,My video call is not working i dont know why please kindly help me.... Thank you.,88.2
9195,Nice app,4,live.ablo,19/03/21,Nice app.,50.0
9196,So good,5,live.ablo,19/03/21,So good!,50.0
9197,Met different type of people and it was amazing thank you for the experience..😍😍😍,5,live.ablo,19/03/21,Met different types of people and it was amazing thank you for the experience.,85.7
9198,Amazing,5,com.microsoft.office.word,19/03/21,Amazing.,0.0
9199,"I love ablo app because it has helped me learn different cultures, food and beliefs. I've many international friends thanks to ablo app 🥰🥰",5,live.ablo,19/03/21,"I love ablo app because it has helped me learn different cultures, food, and beliefs and I have many international friends thanks to ablo app",83.3
9200,It's been one of the best app I have downloaded on play store am really happy usind ablo🤩💝💝,5,live.ablo,19/03/21,"It has been one of the best app I have downloaded in play store, am really happy using ablo",72.2
9201,Exciting,5,live.ablo,19/03/21,Exciting!,0.0
9202,Good,4,live.ablo,19/03/21,Good.,0.0
9203,I was kidding I love you so much I am from Ethiopia,5,live.ablo,19/03/21,"I was kidding, I love you so much I am from Ethiopia.",83.3
9204,"It's really a great app, but I have a problem 1_ It does not give notifications, messages, or anything else, although I have given it permissions from my device 2- After doing an update yesterday, the video icon paused, clear and inactive, even while talking to any friend",4,live.ablo,19/03/21,"It's really a great app, but I have a problem: 1_ It does not give notifications, messages, or anything else, although I have given it permissions on my device. 2. After doing an update yesterday, the video icon paused, cleared and inactive, even while talking",87.5
9205,"It's a good app actually, but a little bit slow when I chatting with my friends.",4,live.ablo,19/03/21,"It's a great app indeed, but a little bit slow when I'm chatting with friends.",75.0
9206,Its good but its horribke to,1,live.ablo,19/03/21,"Its good, but its horribke.",50.0
9207,No bad,3,live.ablo,19/03/21,No bad.,50.0
9208,Why ablo is not available in syria? Actually that make me so sad. I find it a good app to meet people and make friendships.,5,live.ablo,19/03/21,Why Ablo is not available in Syria? Actually that makes me so sad. I find it a good app to meet people and make friendships.,88.0
9209,awesome,5,live.ablo,19/03/21,awesome.,0.0
9210,Please help me 😔get back my account,1,live.ablo,19/03/21,Please help me get back my account.,71.4
9211,It's great so far haven't had anyone harass me I'll give it a five with time let's see,4,live.ablo,19/03/21,It's great so far haven't had anyone harass me I'll give it a five with time let's see.,94.4
9212,It awesome,5,live.ablo,19/03/21,That's awesome.,0.0
9213,Amazing app,5,live.ablo,19/03/21,Amazing app.,50.0
9214,It gives you the opportunity to make friends with other countries........but in the case of communication their is a lot of discrimination..,5,live.ablo,19/03/21,It gives you the opportunity to make friends with other countries........but in the case of communication there is a lot of discrimination..,95.5
9215,Very hard to find anyone to talk... Seems like they are extreamly busy...overall nice app...fix this I'll change the review...😿,1,live.ablo,19/03/21,Very hard to find anyone to talk... Seems like they are extremely busy...overall nice app...fix this I'll update the review... a big thank you.,80.0
9216,Nice,3,live.ablo,19/03/21,Nice!,0.0
9217,Very good app,5,live.ablo,19/03/21,Very good app!,66.7
9218,Great app,5,live.ablo,19/03/21,Great app!,50.0
9219,I created an Ablo account a year ago. I reinstalled the app and everytime I try to login it just says that an account with this email alredy exists. I can't login so basically I can't use the app anymore,1,live.ablo,19/03/21,"I created an Ablo account a year ago. I reinstalled the app and everytime I try to login it just says that an account with this email already exists. I can't login, so basically I can't use the app anymore.",92.5
